Artist,C,Position,Streams,Track Name,URL,Unnamed: 0,Unnamed: 0.1,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,type,valence
Tiago PZK,AR,1,577239,Entre Nosotros,https://open.spotify.com/track/6w8yBI2vthyN9UnwO4UBWb,0,0,0.494,0.729,192353,0.513,1.1e-06,5,0.137,-6.345,0,0.0455,170.064,3,audio_features,0.789
Emilia,AR,2,574043,Como Si No Importara,https://open.spotify.com/track/1GYJpuLq41vEVKXiHGEY9j,1,1,0.467,0.843,173053,0.534,0.0,1,0.0984,-6.658,0,0.142,94.984,4,audio_features,0.528
BANDIDO,AR,3,518619,"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",https://open.spotify.com/track/7COGuXyTr12KvdaYXMqheC,2,2,0.281,0.769,280274,0.812,2.63e-05,1,0.0781,-2.088,0,0.0825,180.003,4,audio_features,0.926
MYA,AR,4,486328,2:50 Remix,https://open.spotify.com/track/74znaWw1hmQBusGPSOuTFy,3,3,0.112,0.818,231708,0.812,0.0,9,0.234,-4.425,1,0.0475,139.966,4,audio_features,0.844
J Balvin,AR,5,458941,Qué Más Pues?,https://open.spotify.com/track/6hf0RpxTbOprT5nnwzkk8e,4,4,0.0261,0.891,217773,0.819,0.000354,8,0.173,-3.964,1,0.106,101.968,4,audio_features,0.768
Bizarrap,AR,6,433608,"Nicky Jam: Bzrp Music Sessions, Vol. 41",https://open.spotify.com/track/03LfOYi0icz4souspZVVhq,5,5,0.0913,0.627,158087,0.849,0.0,1,0.145,-3.167,0,0.153,89.907,4,audio_features,0.818
Rauw Alejandro,AR,7,389363,Todo De Ti,https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9,6,6,0.302,0.78,199604,0.719,0.000196,3,0.0931,-3.613,0,0.0506,127.962,4,audio_features,0.336
TINI,AR,8,354217,Miénteme,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc,7,7,0.161,0.85,165275,0.541,5.01e-06,2,0.286,-4.522,1,0.0674,92.003,4,audio_features,0.916
Bad Bunny,AR,9,348454,Yonaguni,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS,8,8,0.276,0.644,206710,0.648,0.0,1,0.135,-4.601,1,0.118,179.951,4,audio_features,0.44
Nio Garcia,AR,10,301738,AM Remix,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho,9,9,0.114,0.743,261335,0.655,0.0,6,0.0764,-5.015,0,0.159,172.031,4,audio_features,0.785
Rusherking,AR,11,275624,Bailando Te Conocí,https://open.spotify.com/track/0vvuIsoJ101Hme1VIXBIEi,10,10,0.0392,0.848,194400,0.622,0.0,7,0.0879,-3.652,1,0.0625,99.972,4,audio_features,0.558
Maria Becerra,AR,12,274918,Cazame,https://open.spotify.com/track/2LtTHIXTaFwvY9oLOThElU,11,11,0.143,0.583,199592,0.458,0.00599,0,0.107,-6.891,1,0.166,98.013,4,audio_features,0.295
FMK,AR,13,274566,YO SE QUE TU (feat. Rusherking),https://open.spotify.com/track/4M4DTyLupKvbJKlE4I4EYq,12,12,0.147,0.803,193043,0.628,1.92e-06,9,0.0461,-4.358,0,0.0536,92.021,4,audio_features,0.661
FMK,AR,14,232625,Prende la Cámara,https://open.spotify.com/track/2UcWAHN6TRQtkZovAuwySo,13,13,0.0616,0.867,148716,0.682,0.000135,9,0.0816,-3.994,1,0.0951,91.996,4,audio_features,0.798
Mora,AR,15,223419,Volando - Remix,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe,14,14,0.207,0.659,273474,0.688,0.0,6,0.113,-4.649,1,0.0673,153.979,4,audio_features,0.632
Sebastian Yatra,AR,16,214415,Pareja Del Año,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM,15,15,0.163,0.715,195053,0.622,0.0,4,0.0948,-5.102,0,0.046,80.015,4,audio_features,0.808
J Balvin,AR,17,208593,Poblado - Remix,https://open.spotify.com/track/1WedZeiezCmCEOzLwhx0hV,16,16,0.102,0.813,393280,0.809,1.37e-06,3,0.377,-5.382,0,0.0846,93.005,4,audio_features,0.646
Bruno LC,AR,18,202986,BLUNTED 5 - Remix,https://open.spotify.com/track/27t4JURZ1Tv7a3zMfPneAw,17,17,0.206,0.756,141076,0.268,7.98e-05,1,0.051,-12.364,1,0.406,172.163,4,audio_features,0.477
Måneskin,AR,19,198899,Beggin',https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e,18,18,0.127,0.714,211560,0.8,0.0,11,0.359,-4.808,0,0.0504,134.002,4,audio_features,0.589
Rusherking,AR,20,197946,Loba,https://open.spotify.com/track/276rXWKRL20v33E2UnF3ks,19,19,0.145,0.876,158049,0.617,0.0,10,0.0878,-5.47,0,0.0721,81.973,4,audio_features,0.83
KHEA,AR,21,189989,Te Necesito,https://open.spotify.com/track/74UFJflGMdA46TltO7XPSB,20,20,0.107,0.705,197960,0.598,1.89e-06,9,0.0783,-3.439,1,0.0769,74.858,4,audio_features,0.335
Wisin,AR,22,189341,Fiel - Remix,https://open.spotify.com/track/43qcs9NpJhDxtG91zxFkj7,21,21,0.398,0.839,349547,0.711,2.02e-06,6,0.118,-4.733,0,0.0473,97.99,4,audio_features,0.573
Rauw Alejandro,AR,23,176767,2/Catorce,https://open.spotify.com/track/0PwFN7vRvY80Hnkoew2x3f,22,22,0.709,0.768,205714,0.56,0.000791,3,0.115,-3.497,1,0.0859,112.084,3,audio_features,0.372
Rusherking,AR,24,165623,Además de Mí - Remix,https://open.spotify.com/track/7I8L3vYCLThw2FDrE6LuzE,23,23,0.0396,0.397,330040,0.613,0.0,6,0.192,-5.077,1,0.0549,78.4,4,audio_features,0.405
Trueno,AR,25,163780,Solo por Vos,https://open.spotify.com/track/5Ejw3lC6Srj8VK4fHgTZAi,24,24,0.748,0.697,199826,0.525,5.5e-05,10,0.103,-8.149,0,0.139,86.94,4,audio_features,0.63
Mora,AR,26,161361,512,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2,25,25,0.348,0.818,193636,0.673,0.0,4,0.172,-7.542,0,0.148,87.961,4,audio_features,0.695
Duki,AR,27,159455,Malbec,https://open.spotify.com/track/6KEb17S00Inf0v1qYDgUAj,26,26,0.574,0.705,175890,0.692,0.0,9,0.13,-6.476,0,0.0357,122.991,4,audio_features,0.444
Marc Seguí,AR,28,154705,Tiroteo - Remix,https://open.spotify.com/track/4OwhwvKESFtuu06dTgct7i,27,27,0.282,0.75,321556,0.522,0.0,9,0.0743,-7.018,1,0.0293,110.427,4,audio_features,0.601
Bizarrap,AR,29,143543,"L-Gante: Bzrp Music Sessions, Vol.38",https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof,28,28,0.368,0.553,192348,0.819,1.36e-05,2,0.0915,-3.083,1,0.257,87.913,4,audio_features,0.761
Sech,AR,30,136496,911 - Remix,https://open.spotify.com/track/27RSJHEA99Y0Vsow7nA37A,29,29,0.165,0.816,208631,0.71,0.0,7,0.292,-3.728,1,0.0398,93.02,4,audio_features,0.784
KAROL G,AR,31,135372,EL MAKINON,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M,30,30,0.256,0.635,209160,0.706,0.0,5,0.108,-3.224,0,0.125,88.863,4,audio_features,0.443
Big Apple,AR,32,134634,Que a Pasao,https://open.spotify.com/track/5s2SRpPmDiYFf0Qu17r9Uk,31,31,0.0269,0.878,125924,0.636,0.0,1,0.0438,-3.649,1,0.0623,92.048,4,audio_features,0.491
Trueno,AR,33,128000,PANAMÁ,https://open.spotify.com/track/7fz7HrFRF4y8YEe0duWTDW,32,32,0.402,0.723,171150,0.568,4.29e-05,4,0.139,-7.172,0,0.0433,128.082,4,audio_features,0.269
Bizarrap,AR,34,122167,"Eladio Carrion: Bzrp Music Sessions, Vol. 40",https://open.spotify.com/track/1VauUM5CBX7nkLcgafQL2B,33,33,0.241,0.783,164896,0.524,0.0,5,0.271,-6.455,0,0.0554,117.496,4,audio_features,0.839
Maria Becerra,AR,35,120411,Acaramelao,https://open.spotify.com/track/4fipVdNyG6zx7nxuqHScsy,34,34,0.457,0.705,185258,0.721,0.0,1,0.121,-3.409,1,0.0475,159.935,4,audio_features,0.519
Nicki Nicole,AR,36,117634,Me Has Dejado,https://open.spotify.com/track/6ojA83SXbJ5BKpJucn3j6R,35,35,0.543,0.542,242286,0.736,0.0,4,0.0947,-4.904,0,0.0644,159.885,4,audio_features,0.424
Natti Natasha,AR,37,115707,Ram Pam Pam,https://open.spotify.com/track/4DHDIdeayp8xvlyg22wREO,36,36,0.305,0.908,200785,0.813,0.0,5,0.278,-2.749,0,0.0777,97.018,4,audio_features,0.924
L-Gante,AR,38,110124,Pistola Remix,https://open.spotify.com/track/10cA6m379GINGe7ZF6g3q1,37,37,0.164,0.783,136806,0.681,0.0,11,0.109,-6.618,1,0.25,80.992,4,audio_features,0.872
KHEA,AR,39,107932,WACHA,https://open.spotify.com/track/5RmSunLqeDqNWww8LWhAiK,38,38,0.345,0.737,206360,0.634,0.0,3,0.111,-4.25,0,0.0424,94.927,4,audio_features,0.528
Rochy RD,AR,40,103560,Ella No Es Tuya - Remix,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y,39,39,0.39,0.585,218107,0.611,0.0,6,0.649,-4.132,1,0.288,97.041,4,audio_features,0.962
Myke Towers,AR,41,103416,Explícito,https://open.spotify.com/track/6qraVL4IJaIj0IuEexYJNa,40,40,0.348,0.828,195066,0.83,1.6e-05,2,0.0613,-3.371,1,0.047,95.007,4,audio_features,0.422
Selena Gomez,AR,42,101288,Baila Conmigo (with Rauw Alejandro),https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h,41,41,0.0215,0.823,186088,0.544,0.00315,5,0.0966,-7.132,1,0.0715,149.903,4,audio_features,0.664
Damas Gratis,AR,43,101285,Perrito Malvado,https://open.spotify.com/track/1sZ39ZxvFo8FyMz4s7iVlf,42,42,0.14,0.613,280895,0.704,0.0,4,0.727,-7.626,0,0.0713,84.926,4,audio_features,0.587
Lit Killah,AR,44,100407,CALIFORNIA,https://open.spotify.com/track/3K5JiDtBPElni1lrjLIGOG,43,43,0.0334,0.749,201402,0.698,0.0,5,0.389,-7.488,0,0.0273,120.024,4,audio_features,0.874
Bizarrap,AR,45,98368,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",https://open.spotify.com/track/3ke6it1vTmHtz2ApcIVUz5,44,44,0.354,0.83,177443,0.748,0.0,1,0.0992,-5.362,1,0.162,133.028,4,audio_features,0.523
Sech,AR,46,96310,Sal y Perrea,https://open.spotify.com/track/5u7twkeask1VIyDeNTElSU,45,45,0.192,0.786,216510,0.899,0.000189,10,0.299,-0.515,1,0.127,90.025,4,audio_features,0.813
Lil Nas X,AR,47,94941,MONTERO (Call Me By Your Name),https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd,46,46,0.297,0.61,137876,0.508,0.0,8,0.384,-6.682,0,0.152,178.818,4,audio_features,0.758
Myke Towers,AR,48,93396,Bandido,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb,47,47,0.122,0.713,232853,0.617,0.0,8,0.0962,-4.637,1,0.0887,168.021,4,audio_features,0.682
Bad Bunny,AR,49,93197,DÁKITI,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49,48,48,0.401,0.731,205090,0.573,5.22e-05,4,0.113,-10.059,0,0.0544,109.928,4,audio_features,0.145
Olivia Rodrigo,AR,50,91700,good 4 u,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG,49,49,0.335,0.563,178147,0.664,0.0,9,0.0849,-5.044,1,0.154,166.928,4,audio_features,0.688
Myke Towers,AR,51,91480,ALMAS GEMELAS,https://open.spotify.com/track/2KcNrONbZ0hvBPjvrDO2tx,50,50,0.182,0.793,235411,0.745,0.000189,7,0.293,-4.579,1,0.0571,94.979,4,audio_features,0.716
Luck Ra,AR,52,76968,Te Mentiría,https://open.spotify.com/track/5kuidI7QNbpJCB1ObdCPKx,51,51,0.0177,0.694,186383,0.757,0.0,7,0.102,-5.082,1,0.0408,93.998,4,audio_features,0.698
Kaleb Di Masi,AR,53,76120,Turraka (Remix),https://open.spotify.com/track/4aXicRG47bBEcKXlDaSRwW,52,52,0.268,0.891,122694,0.626,0.00129,4,0.196,-6.35,1,0.159,89.969,4,audio_features,0.6
Papu DJ,AR,54,75705,L-Gante Rkt,https://open.spotify.com/track/4A9u8OrzFYbxdjiydkNdUi,53,53,0.373,0.834,181928,0.485,0.0,7,0.272,-11.103,1,0.475,175.99,4,audio_features,0.55
Los Legendarios,AR,55,73326,Fiel,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs,54,54,0.407,0.849,261667,0.701,0.0,6,0.112,-4.407,0,0.06,98.005,4,audio_features,0.505
Boza,AR,56,70879,Hecha Pa' Mi,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx,55,55,0.362,0.725,186133,0.756,0.000685,4,0.103,-5.013,1,0.0572,100.07,4,audio_features,0.828
Alex Rose,AR,57,69419,Me Fije,https://open.spotify.com/track/6Et5KimMg3IXwD6lJPGmQw,56,56,0.396,0.76,202307,0.674,3.54e-05,7,0.0977,-4.039,0,0.0636,172.024,4,audio_features,0.735
Nio Garcia,AR,58,68985,AM,https://open.spotify.com/track/2dNhNlpZAtV4lwAFW45LIv,57,57,0.399,0.83,182496,0.517,8.95e-05,6,0.0916,-6.416,0,0.333,171.959,4,audio_features,0.616
Camilo,AR,59,67727,KESI - Remix,https://open.spotify.com/track/0IqCoZ168iRc9LqfrYgpZy,58,58,0.127,0.871,176575,0.815,6.18e-06,4,0.094,-4.439,1,0.0477,122.959,4,audio_features,0.823
Maluma,AR,60,66528,Sobrio,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w,59,59,0.138,0.762,201181,0.77,0.0,5,0.15,-2.758,1,0.223,177.998,4,audio_features,0.631
Migrantes,AR,61,66368,Si Me Tomo Una Cerveza,https://open.spotify.com/track/3lCbsHaN1wCxyDzcNN2x4N,60,60,0.185,0.72,182199,0.613,0.0,1,0.155,-6.899,0,0.0572,84.974,4,audio_features,0.857
Maluma,AR,62,66208,Hawái,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,61,61,0.185,0.783,199112,0.727,2.46e-05,6,0.0626,-3.454,0,0.389,180.067,4,audio_features,0.558
Bad Bunny,AR,63,65780,LA NOCHE DE ANOCHE,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck,62,62,0.0303,0.856,203201,0.618,0.0,7,0.0866,-4.892,1,0.286,81.993,4,audio_features,0.391
Lola Indigo,AR,64,65439,La Niña de la Escuela,https://open.spotify.com/track/1g4cZvi0nLeeIycd0Rkljj,63,63,0.173,0.707,204414,0.876,9.36e-06,1,0.932,-1.887,1,0.0787,176.068,4,audio_features,0.853
La K'onga,AR,65,64108,El Mismo Aire,https://open.spotify.com/track/7onMf0QvWgRba2MRxG27yj,64,64,0.0746,0.762,209415,0.748,0.0,0,0.128,-6.273,0,0.0407,149.985,4,audio_features,0.822
Bad Bunny,AR,66,63953,De Museo,https://open.spotify.com/track/267NGliXM8YLVZiKAD9Otm,65,65,0.237,0.592,209771,0.494,0.0,4,0.13,-10.618,0,0.0747,132.037,4,audio_features,0.231
Falke 912,AR,67,61966,Nat Geo (Remix),https://open.spotify.com/track/4ftg5EDTuJw7gIlTi9LC7d,66,66,0.131,0.874,244620,0.423,0.0,7,0.106,-9.109,0,0.267,120.013,4,audio_features,0.601
Mau y Ricky,AR,68,61186,3 de La Mañana,https://open.spotify.com/track/1PkE8LrFiHRqMq4Ik3w1pk,67,67,0.00851,0.705,220773,0.896,0.0,11,0.118,-2.647,1,0.0606,76.024,4,audio_features,0.84
Rauw Alejandro,AR,69,60872,Sexo Virtual,https://open.spotify.com/track/0giiXonRhODYy4J1iy4Lb3,68,68,0.328,0.704,208292,0.739,1.93e-05,8,0.0856,-3.286,1,0.112,179.879,4,audio_features,0.425
Camilo,AR,70,60779,BEBÉ,https://open.spotify.com/track/3Zf4GutWZ7Hv3wsVQsSQPs,69,69,0.476,0.862,197284,0.72,0.0,4,0.0543,-4.155,1,0.0361,129.993,4,audio_features,0.967
Mariah Angeliq,AR,71,60095,BOBO,https://open.spotify.com/track/52wspfpsfPcsw7pw8dnQyM,70,70,0.0724,0.714,224760,0.818,0.0,8,0.115,-6.016,0,0.0532,92.004,4,audio_features,0.541
Måneskin,AR,72,59676,I WANNA BE YOUR SLAVE,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk,71,71,0.00165,0.75,173347,0.608,0.0,1,0.178,-4.008,1,0.0387,132.507,4,audio_features,0.958
Nicki Nicole,AR,73,58497,Verte,https://open.spotify.com/track/2mMZAd3ol9wGI2WJl4XJCF,72,72,0.374,0.773,157419,0.668,0.0,4,0.0763,-4.254,0,0.366,150.043,4,audio_features,0.741
BTS,AR,74,58273,Permission to Dance,https://open.spotify.com/track/5eXBXreN3d1zdj6Sa8dS0u,73,73,0.00544,0.702,187585,0.741,0.0,9,0.337,-5.33,1,0.0427,124.925,4,audio_features,0.646
BTS,AR,75,57994,Butter,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN,74,74,0.00323,0.759,164442,0.459,0.0,8,0.0906,-5.187,1,0.0948,109.997,4,audio_features,0.695
Sebastian Yatra,AR,76,57502,Chica Ideal,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61,75,75,0.0847,0.574,183240,0.891,0.0,0,0.16,-3.665,0,0.157,100.978,4,audio_features,0.707
Cazzu,AR,77,56677,Dime Dónde,https://open.spotify.com/track/4cvNRoECGS2sUiw5Q5RRsb,76,76,0.196,0.784,180173,0.628,0.00335,10,0.0678,-4.472,0,0.11,171.945,4,audio_features,0.935
The Weeknd,AR,78,56520,Save Your Tears (with Ariana Grande) (Remix),https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy,77,77,0.0215,0.65,191014,0.825,2.44e-05,0,0.0936,-4.645,1,0.0325,118.091,4,audio_features,0.593
Dua Lipa,AR,79,56278,Levitating (feat. DaBaby),https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,78,78,0.00883,0.702,203064,0.825,0.0,6,0.0674,-3.787,0,0.0601,102.977,4,audio_features,0.915
Maria Becerra,AR,80,56255,Confiesalo,https://open.spotify.com/track/1jtkP2Vj67mcBTXJgIOZsW,79,79,0.39,0.935,197112,0.44,0.000395,0,0.0823,-7.27,0,0.0713,100.023,4,audio_features,0.657
Fer Palacio,AR,81,56050,Previa y Cachengue 40 - Remix,https://open.spotify.com/track/3fq0e1TpOQFBDi0vuYrePo,80,80,0.163,0.595,928269,0.652,0.0,7,0.0769,-7.228,1,0.217,98.961,4,audio_features,0.646
Camilo,AR,82,55988,Vida de Rico,https://open.spotify.com/track/4nTduFjaTmGysc9WKNuCcs,81,81,0.18,0.808,184722,0.497,0.0,6,0.0642,-4.008,1,0.0453,87.987,4,audio_features,0.962
CNCO,AR,83,55845,Tan Enamorados,https://open.spotify.com/track/1yc7ERfIzFxPP1E0OFRvp0,82,82,0.166,0.656,176298,0.705,0.0,5,0.202,-4.262,0,0.0908,172.003,4,audio_features,0.53
Rauw Alejandro,AR,84,55359,Tattoo - Remix with Camilo,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE,83,83,0.0406,0.721,222680,0.637,0.0,9,0.0525,-5.134,1,0.286,193.922,4,audio_features,0.691
Olivia Rodrigo,AR,85,54611,traitor,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT,84,84,0.691,0.38,229227,0.339,0.0,3,0.12,-7.885,1,0.0338,100.607,4,audio_features,0.0849
Doja Cat,AR,86,54611,Kiss Me More (feat. SZA),https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz,85,85,0.259,0.764,208667,0.705,8.92e-05,8,0.12,-3.463,1,0.0284,110.97,4,audio_features,0.781
Ed Sheeran,AR,87,54270,Bad Habits,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE,86,86,0.0469,0.808,231041,0.897,3.14e-05,11,0.364,-3.712,0,0.0348,126.026,4,audio_features,0.591
Maria Becerra,AR,88,53640,Animal,https://open.spotify.com/track/3OXxCquI8i14EigwILaLx9,87,87,0.272,0.718,203687,0.805,0.00248,6,0.127,-4.408,0,0.16,179.978,4,audio_features,0.697
Dillom,AR,89,53525,OPA,https://open.spotify.com/track/0sukoSvM4zzGnToTabElJI,88,88,0.143,0.926,170320,0.627,5.23e-05,8,0.0753,-5.44,0,0.188,100.001,4,audio_features,0.851
Boza,AR,90,53414,Ella,https://open.spotify.com/track/66S2z95FN3nUAr9S1gUIsp,89,89,0.386,0.852,221407,0.593,0.168,6,0.154,-5.892,1,0.0702,90.002,4,audio_features,0.87
Papichamp,AR,91,53157,Combi Nueva,https://open.spotify.com/track/25YMD8Bf1CiQvAsYz5Bq0p,90,90,0.376,0.797,192000,0.614,0.0,2,0.346,-6.702,1,0.151,100.085,4,audio_features,0.675
Justin Quiles,AR,92,52748,Loco,https://open.spotify.com/track/6PDlkWmrq2ZKiUuFt2aQsH,91,91,0.222,0.77,231604,0.899,1.14e-06,8,0.0894,-2.981,1,0.0494,128.05,4,audio_features,0.851
KAROL G,AR,93,52425,BICHOTA,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq,92,92,0.204,0.864,178693,0.658,0.000626,1,0.105,-4.105,0,0.154,163.922,4,audio_features,0.865
Tiago PZK,AR,94,52242,Házmelo,https://open.spotify.com/track/4uiFw0YvHosZT3qRf1QAvs,93,93,0.578,0.36,174953,0.684,0.0,7,0.721,-4.146,0,0.0419,81.387,4,audio_features,0.279
La K'onga,AR,95,51603,Te Mentiría,https://open.spotify.com/track/3H0PlcSmQ6z4DDCBFkD7Wx,94,94,0.116,0.651,218431,0.731,0.0,7,0.0708,-6.889,1,0.0549,153.104,4,audio_features,0.653
Sech,AR,96,51426,911,https://open.spotify.com/track/2p2Q23iaaPSEa1tI6TsCVX,95,95,0.076,0.795,215891,0.655,1.76e-06,7,0.296,-3.815,1,0.0422,93.029,4,audio_features,0.744
Jossef,AR,97,50894,Persia - Remix,https://open.spotify.com/track/3SgybTfx3GWHAcjhK9iPmz,96,96,0.198,0.736,250907,0.785,4.44e-06,10,0.109,-3.676,1,0.0567,176.021,4,audio_features,0.747
L-Gante,AR,98,49731,Tinty Nasty,https://open.spotify.com/track/1e0NatUVfOD9xRgeXSedrl,97,97,0.334,0.793,187059,0.487,0.0,1,0.0927,-10.167,1,0.473,169.973,4,audio_features,0.554
Airbag,AR,99,49324,Por Mil Noches,https://open.spotify.com/track/10zSgbysU2KyVTrcRmtu62,98,98,0.0169,0.554,283884,0.672,5.42e-05,1,0.186,-7.489,0,0.0291,111.963,4,audio_features,0.285
Harry Styles,AR,100,48966,Watermelon Sugar,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,99,99,0.122,0.548,174000,0.816,0.0,0,0.335,-4.209,1,0.0465,95.39,4,audio_features,0.557
Ingratax,AR,101,48888,París,https://open.spotify.com/track/4bF2y8rR7GUjrd5LNEvej3,100,100,0.441,0.57,151429,0.455,0.000746,1,0.0654,-5.748,0,0.0996,167.933,4,audio_features,0.399
Justin Bieber,AR,102,48857,Peaches (feat. Daniel Caesar & Giveon),https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI,101,101,0.321,0.677,198082,0.696,0.0,0,0.42,-6.181,1,0.119,90.03,4,audio_features,0.464
Farruko,AR,103,48599,Pepas,https://open.spotify.com/track/5fwSHlTEWpluwOM0Sxnh5k,102,102,0.00776,0.762,287120,0.766,6.98e-05,7,0.128,-3.955,1,0.0343,130.001,4,audio_features,0.442
Lunay,AR,104,48459,TODO O NADA,https://open.spotify.com/track/59rjsHYxdxeUG6gd43Emzs,103,103,0.232,0.781,208000,0.67,2.01e-06,0,0.104,-2.588,0,0.0484,177.957,4,audio_features,0.85
Olivia Rodrigo,AR,105,48356,deja vu,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr,104,104,0.584,0.442,215507,0.612,5.7e-06,2,0.37,-7.222,1,0.112,180.917,4,audio_features,0.178
Luis Alberto Spinetta,AR,106,47918,Seguir Viviendo Sin Tu Amor,https://open.spotify.com/track/2qBirMakpTdz9ymxrZEyzg,105,105,0.689,0.679,160867,0.368,1.02e-05,11,0.28,-15.449,0,0.0251,104.931,4,audio_features,0.736
Maria Becerra,AR,107,47892,High (Remix),https://open.spotify.com/track/2HpbDdD3JLpAPMJFYCeC6o,106,106,0.152,0.668,244200,0.351,0.0,9,0.113,-7.782,0,0.114,200.017,4,audio_features,0.522
The Weeknd,AR,108,47498,Blinding Lights,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,107,107,0.00146,0.514,200040,0.73,9.54e-05,1,0.0897,-5.934,1,0.0598,171.005,4,audio_features,0.334
Dua Lipa,AR,109,46897,Don't Start Now,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,108,108,0.0123,0.793,183290,0.793,0.0,11,0.0951,-4.521,0,0.083,123.95,4,audio_features,0.679
Ozuna,AR,110,46529,Una Locura,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU,109,109,0.139,0.714,230693,0.761,0.00035,5,0.241,-4.596,0,0.0427,168.022,4,audio_features,0.906
Maluma,AR,111,46449,Aloha,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU,110,110,0.532,0.807,241659,0.712,2.37e-05,1,0.163,-5.757,1,0.1,100.004,4,audio_features,0.792
Daddy Yankee,AR,112,46448,SÚBELE EL VOLUMEN,https://open.spotify.com/track/343HgC6SVFtTAgMPlGoNjn,111,111,0.0219,0.83,223366,0.623,0.0,6,0.0812,-4.056,1,0.0801,101.036,4,audio_features,0.614
Nestor En Bloque,AR,113,46187,Remake,https://open.spotify.com/track/2B8r5MFRP3EvQDWkm5LxsU,112,112,0.292,0.748,332000,0.624,0.0,6,0.671,-6.385,0,0.0704,82.938,4,audio_features,0.965
Olivia Rodrigo,AR,114,46161,drivers license,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH,113,113,0.768,0.561,242013,0.431,1.42e-05,10,0.106,-8.81,1,0.0578,143.875,4,audio_features,0.137
Emilia,AR,115,46030,Perreito Salvaje,https://open.spotify.com/track/4hs52wFSucGnS5dYryIZ4F,114,114,0.308,0.764,171429,0.596,0.0016,6,0.0728,-6.059,0,0.315,167.933,4,audio_features,0.77
Carlos Vives,AR,116,45576,Canción Bonita,https://open.spotify.com/track/5iF33sXejXwfTuidVHMll0,115,115,0.0452,0.788,169560,0.771,0.0,0,0.103,-4.048,1,0.0562,91.945,4,audio_features,0.785
Bizarrap,AR,117,45471,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",https://open.spotify.com/track/78SeXVRJ7KCqVmOwTiFjnI,116,116,0.25,0.65,171215,0.655,0.0,1,0.0691,-3.71,0,0.405,94.059,4,audio_features,0.735
Pablo Alborán,AR,118,45252,Saturno,https://open.spotify.com/track/2f0Ft2XdvNSMSY5TUlZgEz,117,117,0.392,0.278,253760,0.572,0.0,7,0.063,-8.295,1,0.0407,95.351,3,audio_features,0.311
Camilo,AR,119,45121,Machu Picchu,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf,118,118,0.397,0.788,179005,0.789,0.0,0,0.226,-2.39,1,0.124,167.897,4,audio_features,0.867
Trueno,AR,120,45007,Mamichula - con Nicki Nicole,https://open.spotify.com/track/0TUW9faHNaBmi89wsYGp9y,119,119,0.582,0.696,219202,0.678,2.22e-06,4,0.134,-5.893,0,0.0735,91.985,4,audio_features,0.346
