Artist,C,Position,Streams,Track Name,URL,Unnamed: 0,Unnamed: 0.1,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,type,valence
Doja Cat,NO,66,22168,Need To Know,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi,65,65,0.304,0.664,210560,0.609,0.0,1,0.0926,-6.509,1,0.0707,130.041,4,audio_features,0.194
Calvin Harris,NO,67,21942,By Your Side (feat. Tom Grennan),https://open.spotify.com/track/0vR2rIVORmgeKiGIgNT0fV,66,66,0.0514,0.733,189672,0.96,0.00199,7,0.287,-3.597,1,0.0295,124.01,4,audio_features,0.811
Olivia Rodrigo,NO,68,21597,drivers license,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH,67,67,0.768,0.561,242013,0.431,1.42e-05,10,0.106,-8.81,1,0.0578,143.875,4,audio_features,0.137
Adrian Sellevoll,NO,69,21562,JEG HATER DEG,https://open.spotify.com/track/0pb6jcU6ncdHhpigpPnm7Y,68,68,0.159,0.892,148143,0.482,0.0,0,0.382,-7.289,1,0.0613,105.022,4,audio_features,0.513
Becky Hill,NO,70,21388,Remember,https://open.spotify.com/track/4laAKIq9ZxBCwf99rauPYb,69,69,0.041,0.612,160766,0.862,0.0,8,0.0907,-2.903,1,0.037,123.849,4,audio_features,0.354
Chester,NO,71,21330,Neste Sommer,https://open.spotify.com/track/7Crq1N5Rf9M6dxlTQZyjI6,70,70,0.0209,0.722,125558,0.744,2.66e-05,11,0.16,-5.036,0,0.0396,125.994,4,audio_features,0.291
Tom Grennan,NO,72,21095,Little Bit of Love,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX,71,71,0.0833,0.689,226268,0.706,0.0,1,0.105,-4.48,0,0.0312,106.52,4,audio_features,0.623
Olivia Rodrigo,NO,73,21024,deja vu,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr,72,72,0.584,0.442,215507,0.612,5.7e-06,2,0.37,-7.222,1,0.112,180.917,4,audio_features,0.178
ATB,NO,74,20903,Your Love (9PM),https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx,73,73,0.194,0.669,150053,0.784,6.28e-06,7,0.115,-5.603,1,0.112,125.993,4,audio_features,0.517
Postgirobygget,NO,75,20865,Idyll,https://open.spotify.com/track/496pB9sYK4rEMnI4wlozDP,74,74,0.485,0.525,203253,0.63,1.83e-05,7,0.0827,-9.245,1,0.0297,156.164,4,audio_features,0.535
Doja Cat,NO,76,20703,You Right,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez,75,75,0.0164,0.828,186173,0.621,0.00233,8,0.0845,-6.414,1,0.0565,128.986,4,audio_features,0.436
Glass Animals,NO,77,20436,Heat Waves,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx,76,76,0.44,0.761,238805,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,audio_features,0.531
Olivia Rodrigo,NO,78,20398,happier,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl,77,77,0.765,0.395,175933,0.443,9.67e-06,6,0.0839,-9.72,1,0.133,168.924,3,audio_features,0.338
Stavangerkameratene,NO,79,20189,Bare så du vett det,https://open.spotify.com/track/7yRrAsBprcsSDtiENWVQds,78,78,0.167,0.644,210093,0.788,0.0,0,0.414,-5.374,1,0.0311,123.975,4,audio_features,0.396
Ruben,NO,80,20152,Running,https://open.spotify.com/track/2uIqAH4YQ7oD8rPVujlTZf,79,79,0.0562,0.614,173800,0.752,0.000173,11,0.331,-8.343,0,0.061,77.022,4,audio_features,0.319
Joel Corry,NO,81,20137,BED,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS,80,80,0.0142,0.671,178088,0.782,0.00221,6,0.333,-4.593,1,0.0341,123.989,4,audio_features,0.618
Khalid,NO,82,19863,New Normal,https://open.spotify.com/track/2CIYemjFXdmCWpJnfbtrD6,81,81,0.0807,0.39,198765,0.534,0.0,0,0.184,-9.575,1,0.0709,92.047,4,audio_features,0.244
Bella Poarch,NO,83,19832,Build a Bitch,https://open.spotify.com/track/7BoobGhD4x5K96Me0hqC8Q,82,82,0.217,0.855,122773,0.463,1.77e-05,3,0.347,-7.454,1,0.0367,102.931,4,audio_features,0.866
Staysman,NO,84,19584,Du får aldri se meg naken igjen,https://open.spotify.com/track/4GABBQMuh1RMA2VPe1Uzud,83,83,0.000219,0.515,167991,0.832,0.000681,5,0.357,-6.702,0,0.106,144.933,4,audio_features,0.638
Albatraoz,NO,85,19441,Raggarbil,https://open.spotify.com/track/5Gltinn48NXDSsIwCuIRmK,84,84,0.15,0.621,135227,0.816,0.0,0,0.4,-6.595,1,0.249,204.078,4,audio_features,0.836
Masked Wolf,NO,86,19203,Astronaut In The Ocean,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl,85,85,0.175,0.778,132780,0.695,0.0,4,0.15,-6.865,0,0.0913,149.996,4,audio_features,0.472
The Weeknd,NO,87,18668,Save Your Tears,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g,86,86,0.0212,0.68,215627,0.826,1.24e-05,0,0.543,-5.487,1,0.0309,118.051,4,audio_features,0.644
VINAI,NO,88,18630,Rise Up (feat. Vamero),https://open.spotify.com/track/46lyJh9GYmWsHez3EsvmAx,87,87,0.011,0.648,182000,0.927,0.0,1,0.162,-3.633,1,0.049,126.037,4,audio_features,0.361
The Kid LAROI,NO,89,18120,WITHOUT YOU,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA,88,88,0.213,0.662,161385,0.413,0.0,0,0.134,-7.357,1,0.0299,93.005,4,audio_features,0.467
Harry Styles,NO,90,18096,Watermelon Sugar,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,89,89,0.122,0.548,174000,0.816,0.0,0,0.335,-4.209,1,0.0465,95.39,4,audio_features,0.557
TIX,NO,91,17946,Fallen Angel,https://open.spotify.com/track/1ISMa0THMDKFBq2UMfm02e,90,90,0.071,0.542,173786,0.647,0.0,1,0.108,-4.973,1,0.0277,92.999,4,audio_features,0.281
Duncan Laurence,NO,92,17774,Arcade,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C,91,91,0.827,0.453,185147,0.35,0.00122,9,0.144,-11.639,0,0.0425,72.017,3,audio_features,0.279
KSI,NO,93,17569,No Time (feat. Lil Durk),https://open.spotify.com/track/1vicAuW47ccp1l5mYmaWi7,92,92,0.296,0.651,180067,0.725,0.0,1,0.324,-5.826,0,0.0747,79.878,4,audio_features,0.446
Chris Holsten,NO,94,17126,Hvis verden,https://open.spotify.com/track/3quis1aFmQ0tlDbbq3RPOx,93,93,0.858,0.547,223720,0.24,0.0,11,0.0938,-12.071,1,0.0869,143.085,4,audio_features,0.24
Bruno Mars,NO,95,16838,Leave The Door Open,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh,94,94,0.182,0.586,242096,0.616,0.0,5,0.0927,-7.964,1,0.0324,148.088,4,audio_features,0.719
Hver gang vi møtes,NO,96,16806,I Need a Man,https://open.spotify.com/track/3CjgnAIAtDSpabk4WxU5Tq,95,95,0.622,0.611,207754,0.73,1.04e-05,1,0.108,-5.681,1,0.0426,121.022,4,audio_features,0.399
Trinidad Cardona,NO,97,16806,Dinero,https://open.spotify.com/track/3ggtU1ZOKO8ZNiqPNyXGcm,96,96,0.00772,0.708,160880,0.782,0.0,2,0.107,-4.687,1,0.0674,119.997,4,audio_features,0.484
Halva Priset,NO,98,16722,Gamlehjem,https://open.spotify.com/track/2GY30sRduLyBQQHkTDDpK9,97,97,0.00178,0.647,181648,0.622,0.0,4,0.141,-8.698,1,0.0405,109.927,4,audio_features,0.459
S1sco,NO,99,16700,C'est la vie,https://open.spotify.com/track/5PCQpkGktrpXhmZIdJ6jB6,98,98,0.215,0.804,156383,0.502,0.000124,4,0.138,-8.588,0,0.197,94.055,4,audio_features,0.862
24kGoldn,NO,100,16548,Mood (feat. iann dior),https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m,99,99,0.174,0.701,140533,0.716,0.0,7,0.324,-3.671,0,0.0361,91.007,4,audio_features,0.732
Tones And I,NO,101,16127,Dance Monkey,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30,100,100,0.69,0.824,209438,0.587,0.000105,6,0.149,-6.401,0,0.0937,98.029,4,audio_features,0.514
Ruben,NO,102,16025,Candy,https://open.spotify.com/track/3gYVC6X3m0CsRPvfDWmHuC,101,101,0.278,0.352,135148,0.516,0.0,1,0.118,-7.72,1,0.439,205.433,4,audio_features,0.761
Lewis Capaldi,NO,103,15931,Someone You Loved,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,102,102,0.751,0.501,182161,0.405,0.0,1,0.105,-5.679,1,0.0319,109.891,4,audio_features,0.446
Hellbillies,NO,104,15889,Den finast eg veit,https://open.spotify.com/track/3NQDZSM47zCMao3GFkcqaV,103,103,0.914,0.569,244920,0.312,0.0,5,0.616,-9.535,1,0.0302,105.469,4,audio_features,0.324
Morgan Sulele,NO,105,15868,Danse Med Meg Selv,https://open.spotify.com/track/22qJmwCFmqIuk85u9nWgKO,104,104,0.0578,0.616,155790,0.812,0.0,11,0.223,-4.252,0,0.0419,95.026,4,audio_features,0.587
Polo G,NO,106,15759,RAPSTAR,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg,105,105,0.41,0.789,165926,0.536,0.0,6,0.129,-6.862,1,0.242,81.039,4,audio_features,0.437
Postgirobygget,NO,107,15755,En Solskinnsdag,https://open.spotify.com/track/4Hd5t36BUvthvHUW0uLleb,106,106,0.411,0.785,186413,0.436,0.0,10,0.107,-9.802,1,0.0433,120.103,4,audio_features,0.734
TIX,NO,108,15483,Ut Av Mørket,https://open.spotify.com/track/4ztkWLky8oMwqu2fSLRfwg,107,107,0.0437,0.554,173226,0.613,0.0,8,0.159,-5.384,1,0.0267,93.039,4,audio_features,0.177
The Kid LAROI,NO,109,15039,STILL CHOSE YOU (feat. Mustard),https://open.spotify.com/track/637YZncqOkeFzcTmr7YijJ,108,108,0.41,0.724,171429,0.5,0.0,5,0.115,-7.112,0,0.259,97.694,4,audio_features,0.317
Alan Walker,NO,110,14848,Believers,https://open.spotify.com/track/4bMLBGnjAGVFpjAfIkD0UY,109,109,0.0247,0.649,159078,0.69,0.0,8,0.161,-5.384,0,0.0296,104.04,4,audio_features,0.593
Anne-Marie,NO,111,14798,Kiss My (Uh Oh),https://open.spotify.com/track/0MWiSBKm8Avs8iDIxcertp,110,110,0.0151,0.638,176800,0.878,0.000223,5,0.308,-3.639,0,0.0484,103.948,4,audio_features,0.481
Tom Odell,NO,112,14750,Another Love,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ,111,111,0.717,0.442,244360,0.538,2.95e-05,4,0.09,-8.55,0,0.0451,122.758,4,audio_features,0.139
The Kid LAROI,NO,113,14733,OVER YOU,https://open.spotify.com/track/5vqJLLFlnmCaui7Ng7YAn1,112,112,0.431,0.454,150888,0.718,0.0,8,0.163,-5.084,0,0.107,141.556,4,audio_features,0.275
Bo Burnham,NO,114,14733,Bezos I,https://open.spotify.com/track/0Kdj7nwaYQmvhxnqZaIQuW,113,113,0.00936,0.694,58149,0.948,1.62e-05,2,0.139,-5.307,1,0.0361,115.044,4,audio_features,0.705
ArrDee,NO,115,14641,Oliver Twist,https://open.spotify.com/track/6mSzsSdu0CWIV70jEjWMhI,114,114,0.352,0.725,174857,0.807,0.0,11,0.462,-4.332,1,0.315,140.045,4,audio_features,0.848
Kaveh Ali Mohammad,NO,116,14587,Snufs,https://open.spotify.com/track/63iNukhPZGnSFbBYLOVbPD,115,115,0.151,0.493,233307,0.742,0.0,7,0.297,-4.871,1,0.429,81.28,4,audio_features,0.665
Lorde,NO,117,14469,Stoned at the Nail Salon,https://open.spotify.com/track/6oAa31g091sMNe1TKo5LBS,116,116,0.947,0.466,266432,0.113,7.53e-05,2,0.0986,-13.325,1,0.0414,125.369,4,audio_features,0.104
Halva Priset,NO,118,14428,Besseggen,https://open.spotify.com/track/3evPFHyagVIQqNDKi6jkp8,117,117,0.39,0.749,165613,0.613,0.0,10,0.0396,-6.468,1,0.141,89.966,4,audio_features,0.821
Tungevaag,NO,119,14375,Young Summer,https://open.spotify.com/track/1OfHes9WQdGQSIgNwrqIAw,118,118,0.00768,0.642,156729,0.907,6.43e-05,2,0.0696,-3.26,0,0.0507,107.06,4,audio_features,0.357
Pop Smoke,NO,120,14195,Tell The Vision (feat. Kanye West & Pusha T),https://open.spotify.com/track/2UwALqx6yOsXTFt7zRxnts,119,119,0.251,0.662,215000,0.686,5.59e-06,7,0.349,-8.302,1,0.332,143.971,4,audio_features,0.678
Tion Wayne,NO,121,14182,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",https://open.spotify.com/track/6uvMKqNlrSvcC4NaKnrwjZ,120,120,0.21,0.883,278085,0.674,0.0,11,0.0678,-8.043,0,0.357,141.02,4,audio_features,0.73
Rotlaus,NO,122,14176,Rundt neste sving,https://open.spotify.com/track/0ARPFpJeBfsRmwrrzdvrls,121,121,0.0175,0.664,235853,0.836,1.2e-06,4,0.0909,-4.993,0,0.026,131.048,4,audio_features,0.786
Joel Corry,NO,123,14154,Head & Heart (feat. MNEK),https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,122,122,0.168,0.734,166028,0.874,1.14e-05,8,0.0489,-3.158,1,0.0662,122.953,4,audio_features,0.905
Ringnes-Ronny,NO,124,14150,Polisen,https://open.spotify.com/track/4wr2HgyYMvJourcfOMzPCb,123,123,0.167,0.623,154433,0.806,0.0,11,0.145,-8.249,0,0.071,150.073,4,audio_features,0.428
Tate McRae,NO,125,14016,you broke me first,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,124,124,0.785,0.667,169266,0.373,0.0,4,0.0906,-9.389,1,0.05,124.148,4,audio_features,0.0823
Doja Cat,NO,126,13974,Ain't Shit,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm,125,125,0.506,0.855,174253,0.488,0.0,3,0.347,-4.601,1,0.208,124.097,4,audio_features,0.619
Mimi Webb,NO,127,13917,Good Without,https://open.spotify.com/track/15OCqNPYoLziEAsbVnqRj5,126,126,0.0723,0.616,182121,0.576,0.0,11,0.375,-5.495,0,0.0532,89.962,4,audio_features,0.269
The Kid LAROI,NO,128,13825,SO DONE,https://open.spotify.com/track/2gqWRRCXnma9L8xQ1RdemQ,127,127,0.232,0.719,126521,0.598,0.0,9,0.115,-6.254,1,0.077,142.592,4,audio_features,0.303
Papito MIERDA,NO,129,13646,Koppen,https://open.spotify.com/track/3xkPrnW0BCUvlEmCUztB7s,128,128,0.0218,0.968,162261,0.513,0.000147,4,0.129,-10.224,0,0.341,114.931,4,audio_features,0.724
Lady Gaga,NO,130,13602,Shallow,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,129,129,0.371,0.572,215733,0.385,0.0,7,0.231,-6.362,1,0.0308,95.799,4,audio_features,0.323
Freddy Kalas,NO,131,13578,Jovial,https://open.spotify.com/track/5paNYIC0vrVj1EWGVzfJzb,130,130,0.0327,0.67,175093,0.733,0.0,4,0.339,-5.422,1,0.0394,92.999,4,audio_features,0.682
Ava Max,NO,132,13574,EveryTime I Cry,https://open.spotify.com/track/0mV43B6pJWRjcM5TmzNe6d,131,131,0.181,0.727,177856,0.832,0.0,9,0.0615,-4.327,0,0.0366,127.035,4,audio_features,0.213
Sondre Justad,NO,133,13498,Sorry (feat. Musti),https://open.spotify.com/track/1uWxnUQd05yyOI3M9DeKI8,132,132,0.11,0.68,236132,0.506,0.0,11,0.116,-8.642,0,0.0706,126.029,4,audio_features,0.396
Bazzi,NO,134,13441,I Like That,https://open.spotify.com/track/2RkZZh5XQ4y3sG8gCu96Tz,133,133,0.172,0.665,158084,0.692,0.0,6,0.191,-5.431,0,0.112,74.474,4,audio_features,0.68
Lewis Capaldi,NO,135,13426,Before You Go,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,134,134,0.604,0.459,215107,0.575,0.0,3,0.0885,-4.858,1,0.0573,111.881,4,audio_features,0.183
Tesher,NO,136,13363,Jalebi Baby (Tesher x Jason Derulo),https://open.spotify.com/track/6FvSS3Goz7OC8oCC2eWqe8,135,135,0.0289,0.691,169154,0.829,0.0,0,0.254,-7.179,1,0.0412,93.059,4,audio_features,0.866
Staysman & Lazz,NO,137,13287,FREDAG,https://open.spotify.com/track/7CrzOLGSbr4PFi9F9PNcJ4,136,136,0.458,0.676,168399,0.738,0.0,0,0.357,-7.108,1,0.0415,82.479,4,audio_features,0.654
Tai Verdes,NO,138,13207,A-O-K,https://open.spotify.com/track/1sx0XsWUusUoPstbvokZjP,137,137,0.125,0.731,173640,0.626,0.0,11,0.183,-6.919,1,0.0805,82.488,4,audio_features,0.862
Ringnes-Ronny,NO,139,13156,Valhalla,https://open.spotify.com/track/1icRHA6kFSipRbZREQPaA0,138,138,0.0889,0.661,184753,0.648,0.0,11,0.832,-7.759,1,0.0365,95.001,4,audio_features,0.66
Di Derre,NO,140,12994,Jenter,https://open.spotify.com/track/6SOmLQXDnvZhOHoQQue50V,139,139,0.427,0.644,256707,0.821,0.0,10,0.319,-5.114,1,0.0311,101.639,4,audio_features,0.459
The Kid LAROI,NO,141,12806,SAME ENERGY,https://open.spotify.com/track/3mXOssdHHkN6AvLw6ZgKiL,140,140,0.135,0.676,93176,0.494,0.0,2,0.0995,-7.077,1,0.261,169.685,4,audio_features,0.756
KEiiNO,NO,142,12787,MONUMENT,https://open.spotify.com/track/4gg0IZDrxQUMzpyLIxF9qI,141,141,0.125,0.551,185328,0.855,0.0,6,0.124,-3.965,0,0.0456,125.042,4,audio_features,0.571
Calvin Harris,NO,143,12717,Summer,https://open.spotify.com/track/6YUTL4dYpB9xZO5qExPf05,142,142,0.0211,0.596,222533,0.856,0.0178,4,0.141,-3.556,0,0.0346,127.949,4,audio_features,0.743
Dave,NO,144,12674,Clash (feat. Stormzy),https://open.spotify.com/track/2zxEc1GCSCxbHIXTfhraRC,143,143,0.313,0.871,251733,0.519,8.14e-06,2,0.0869,-6.549,1,0.258,140.013,4,audio_features,0.532
Avicii,NO,145,12663,Wake Me Up,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2,144,144,0.0038,0.532,247427,0.783,0.0012,2,0.161,-5.697,1,0.0523,124.08,4,audio_features,0.643
Swedish House Mafia,NO,146,12648,It Gets Better,https://open.spotify.com/track/5erj647SYiDcIR8Zwi6tc9,145,145,0.00176,0.642,184611,0.709,0.505,0,0.291,-7.064,1,0.0421,118.928,4,audio_features,0.0641
BTS,NO,147,12371,Butter,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN,146,146,0.00323,0.759,164442,0.459,0.0,8,0.0906,-5.187,1,0.0948,109.997,4,audio_features,0.695
Avicii,NO,148,12368,The Nights,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc,147,147,0.0166,0.527,176658,0.835,0.0,6,0.249,-5.298,1,0.0433,125.983,4,audio_features,0.654
Afrojack,NO,149,12342,Hero,https://open.spotify.com/track/29p6UW08MXzwj9thWBW3uF,148,148,0.157,0.713,171840,0.772,0.0,2,0.153,-5.032,1,0.0313,125.001,4,audio_features,0.523
Rauw Alejandro,NO,150,12308,Todo De Ti,https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9,149,149,0.302,0.78,199604,0.719,0.000196,3,0.0931,-3.613,0,0.0506,127.962,4,audio_features,0.336
TIX,NO,151,12221,Kaller På Deg,https://open.spotify.com/track/0lnksmEu1sa7t16YwhIP10,150,150,0.061,0.576,201134,0.913,0.0,6,0.161,-3.718,1,0.083,128.024,4,audio_features,0.62
Hagle,NO,152,12143,Født til å ragge,https://open.spotify.com/track/45GmUDEid9EZ6YA4nFjY0f,151,151,0.00893,0.766,147450,0.463,0.0,1,0.369,-11.361,0,0.103,143.981,4,audio_features,0.674
Chris Holsten,NO,153,12137,Smilet i ditt eget speil - Acoustic,https://open.spotify.com/track/0nrzr2R5RGMKin7t21rZf7,152,152,0.843,0.399,178053,0.263,0.0,5,0.0813,-9.414,1,0.0424,160.054,4,audio_features,0.0741
SAINt JHN,NO,154,12127,Roses - Imanbek Remix,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb,153,153,0.0143,0.769,176867,0.719,0.00777,8,0.359,-5.472,1,0.0474,121.955,4,audio_features,0.863
Olivia Rodrigo,NO,155,12117,"jealousy, jealousy",https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk,154,154,0.198,0.695,173160,0.575,0.0,10,0.0614,-6.334,0,0.116,163.929,4,audio_features,0.699
Ofenbach,NO,156,12086,Wasted Love (feat. Lagique),https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U,155,155,0.0821,0.734,139563,0.855,4.73e-06,6,0.0901,-4.578,0,0.135,121.955,4,audio_features,0.54
Pop Smoke,NO,157,12072,Woo Baby (feat. Chris Brown),https://open.spotify.com/track/58T4yPLn4NjBYXfRxeweyM,156,156,0.359,0.563,156000,0.672,0.0,9,0.0972,-7.226,0,0.0765,99.772,4,audio_features,0.284
Josh Turner,NO,158,12071,Would You Go With Me,https://open.spotify.com/track/1KhrAWvLIjRlQIJtSTgvsi,157,157,0.13,0.605,228187,0.864,0.000827,6,0.113,-5.365,1,0.0292,122.918,4,audio_features,0.736
Vance Joy,NO,159,12065,Riptide,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm,158,158,0.431,0.484,204280,0.731,0.0,1,0.151,-6.694,1,0.0379,101.654,4,audio_features,0.51
AURORA,NO,160,11939,Runaway,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6,159,159,0.629,0.422,248827,0.302,7.83e-05,11,0.104,-9.214,1,0.0372,114.089,4,audio_features,0.123
Ofenbach,NO,161,11922,Head Shoulders Knees & Toes (feat. Norma Jean Martine),https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG,160,160,0.0247,0.798,156960,0.828,2.55e-06,2,0.121,-5.36,1,0.193,124.962,4,audio_features,0.6
Sleepy Hallow,NO,162,11900,2055,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo,161,161,0.492,0.829,123987,0.512,0.0,6,0.12,-5.865,0,0.187,80.511,4,audio_features,0.638
Freddy Kalas,NO,163,11842,Pinne for landet,https://open.spotify.com/track/0jefzmTNGgqmxVgMbNWdOa,162,162,0.00227,0.565,197907,0.772,0.0,1,0.168,-5.543,0,0.063,128.018,4,audio_features,0.395
Petter Northug Jr,NO,164,11800,Fri,https://open.spotify.com/track/1Eatn3b2Xso8J0Pew0Inpk,163,163,0.141,0.692,146374,0.745,0.0,11,0.0744,-7.594,1,0.067,91.026,4,audio_features,0.938
Justin Bieber,NO,165,11783,Hold On,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5,164,164,0.0104,0.658,170813,0.634,0.0,1,0.12,-6.068,0,0.0431,140.002,4,audio_features,0.302
ItaloBrothers,NO,166,11779,Summer Air,https://open.spotify.com/track/0V9cosR5jWa4fr2koARmhD,165,165,0.0635,0.755,183587,0.751,0.0,8,0.0812,-4.034,1,0.0748,102.002,4,audio_features,0.491
Kygo,NO,167,11767,Higher Love,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY,166,166,0.0151,0.693,228267,0.678,5.71e-06,8,0.101,-7.159,1,0.0324,103.952,4,audio_features,0.404
Sigala,NO,168,11492,You for Me,https://open.spotify.com/track/73QyyUMMvtNELmULI4FOsp,167,167,0.0481,0.733,175435,0.886,1.81e-06,2,0.191,-1.856,0,0.0426,126.031,4,audio_features,0.696
Pop Smoke,NO,169,11486,Bout A Million (feat. 42 Dugg & 21 Savage),https://open.spotify.com/track/4LaGu95Ui2s4vprSQYWUAZ,168,168,0.526,0.716,203586,0.67,0.0,0,0.13,-6.995,0,0.101,145.043,4,audio_features,0.411
Julia Michaels,NO,170,11408,What A Time (feat. Niall Horan),https://open.spotify.com/track/5WtfUKzXircvW8l5aaVZWT,169,169,0.662,0.516,173307,0.467,0.0,0,0.0853,-6.184,1,0.0302,132.861,4,audio_features,0.386
OneRepublic,NO,171,11338,Run,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw,170,170,0.326,0.682,169011,0.72,0.0,11,0.148,-8.173,0,0.0381,117.003,4,audio_features,0.673
1.Cuz,NO,172,11313,FÖRSENT,https://open.spotify.com/track/6mDcLPGVCmdhMN4gBzNb7s,171,171,0.18,0.937,182400,0.707,0.000376,10,0.186,-5.153,0,0.146,100.031,4,audio_features,0.766
Kaptein Sabeltann,NO,173,11285,Sjørøverne kommer!,https://open.spotify.com/track/1Fs6981aJIZYK7fhzVLdJy,172,172,0.445,0.621,210600,0.797,0.00015,4,0.402,-10.703,0,0.0296,112.0,5,audio_features,0.614
Internet Money,NO,174,11282,"Lemonade (feat. Gunna, Don Toliver & NAV)",https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,173,173,0.25,0.8,195429,0.658,0.0,1,0.111,-6.142,0,0.079,140.042,4,audio_features,0.462
Ringnes-Ronny,NO,175,11255,Karl Johan,https://open.spotify.com/track/46v4XAUfknD2BTqZQ60YAX,174,174,0.453,0.648,145738,0.502,0.0,0,0.109,-11.761,0,0.0639,161.082,4,audio_features,0.348
Rascal Flatts,NO,176,11249,Life is a Highway,https://open.spotify.com/track/2Fs18NaCDuluPG1DHGw1XG,175,175,0.00324,0.582,276320,0.952,0.0,5,0.223,-3.848,1,0.0731,103.027,4,audio_features,0.655
Marius Müller,NO,177,11173,Den du veit,https://open.spotify.com/track/0oGPYMA6yzDRZuIHtPQh8o,176,176,0.077,0.659,176493,0.833,0.0,4,0.34,-8.858,1,0.0433,131.564,4,audio_features,0.955
Mods,NO,178,11172,Tore Tang,https://open.spotify.com/track/25sn39PY451B0DA39WDQuh,177,177,0.152,0.641,202867,0.503,0.0,7,0.125,-11.742,1,0.032,136.596,4,audio_features,0.859
Slæm Dønk,NO,179,11147,Mango IPA,https://open.spotify.com/track/5VeJ5bSOWQMIxwJKUEuEDO,178,178,0.212,0.968,202241,0.602,0.0,10,0.0797,-6.649,0,0.0896,116.027,4,audio_features,0.683
Don Omar,NO,180,11142,Danza Kuduro,https://open.spotify.com/track/2a1o6ZejUi8U3wzzOtCOYw,179,179,0.0846,0.4,198773,0.915,0.0,0,0.0503,-4.89,1,0.28,88.917,3,audio_features,0.878
Vassendgutane,NO,181,11093,Granada,https://open.spotify.com/track/2P1WIh8npDPmEiG0f2OICO,180,180,0.201,0.388,190467,0.826,0.0,9,0.336,-5.695,1,0.0623,185.158,4,audio_features,0.777
Herman Flesvig,NO,182,11036,Det er fredag,https://open.spotify.com/track/7g35s50bVXtkp6zhihmvcu,181,181,0.00102,0.692,144000,0.783,2.31e-05,5,0.141,-6.095,1,0.0871,133.053,4,audio_features,0.529
Lewis Capaldi,NO,183,10983,Bruises,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,182,182,0.946,0.736,220492,0.308,0.0,4,0.186,-7.83,1,0.0677,111.202,4,audio_features,0.361
Bo Burnham,NO,184,10912,All Eyes On Me,https://open.spotify.com/track/3rV5y8rcQrwRt9fWGLmjOQ,183,183,0.733,0.352,302951,0.424,2.3e-05,6,0.0664,-10.131,1,0.0394,127.047,4,audio_features,0.141
Victor Sotberg,NO,185,10838,BlimE! - Ser Deg,https://open.spotify.com/track/5Du3rnveQft7usQHGOr1yq,184,184,0.0278,0.741,179946,0.744,0.0,11,0.0721,-6.002,0,0.0361,123.975,4,audio_features,0.711
